,Day,Time,Freq,PCT
345,3,2,0.153703704,15
346,3,2,0.153703704,16
347,3,2,0.794444444,17
348,3,2,2.111111111,18
349,3,2,1.802777778,19
350,3,2,1.173148148,20
351,3,2,0.001851852,21
352,3,2,0.039814815,22
353,3,2,1.62962963,23
354,3,2,1.075,24
355,3,2,1.737962963,25
356,3,2,0.808333333,26
357,3,2,1.391666667,28
358,3,2,1.014814815,30
359,3,2,1.258333333,32
360,3,2,1.063888889,33
361,3,2,1.008333333,34
362,3,3,0.984259259,1
363,3,3,0.609259259,5
364,3,3,0.778703704,6
365,3,3,0.787962963,7
366,3,3,1.082407407,9
367,3,3,0.862962963,10
368,3,3,1.296296296,13
369,3,3,2.135185185,14
370,3,3,0.113888889,15
371,3,3,0.021296296,16
372,3,3,0.485185185,17
373,3,3,1.699074074,18
374,3,3,1.206481481,19
375,3,3,0.693518519,20
376,3,3,0.023148148,22
377,3,3,1.360185185,23
378,3,3,0.909259259,24
379,3,3,1.59537037,25
380,3,3,0.62962963,26
381,3,3,1.32037037,28
382,3,3,0.958333333,30
383,3,3,1.549074074,32
384,3,3,0.762037037,33
385,3,3,0.822222222,34
386,4,0,0.571296296,1
387,4,0,0.419444444,5
388,4,0,0.931481481,6
389,4,0,0.8,7
390,4,0,0.085185185,8
391,4,0,1.131481481,9
392,4,0,0.712962963,10
393,4,0,0.066666667,11
394,4,0,0.044444444,12
395,4,0,0.836111111,13
396,4,0,0.962037037,14
397,4,0,0.050925926,15
398,4,0,0.022222222,16
399,4,0,0.412037037,17
400,4,0,1.131481481,18
401,4,0,0.637962963,19
402,4,0,0.303703704,20
403,4,0,0.002777778,21
404,4,0,0.012962963,22
405,4,0,0.70462963,23
406,4,0,0.5,24
407,4,0,0.607407407,25
408,4,0,0.380555556,26
409,4,0,0.424074074,28
410,4,0,0.018518519,29
411,4,0,0.482407407,30
412,4,0,0.781481481,32
413,4,0,0.550925926,33
414,4,0,0.673148148,34
415,4,1,0.773148148,1
416,4,1,0.425925926,5
417,4,1,0.384259259,6
418,4,1,0.547222222,7
419,4,1,0.086111111,8
420,4,1,0.532407407,9
421,4,1,0.496296296,10
422,4,1,0.025925926,11
423,4,1,0.971296296,13
424,4,1,0.984259259,14
425,4,1,0.372222222,17
426,4,1,0.784259259,18
427,4,1,0.843518519,19
428,4,1,0.566666667,20
429,4,1,0.027777778,21
430,4,1,0.02962963,22
431,4,1,0.762962963,23
432,4,1,0.597222222,24
433,4,1,0.801851852,25
434,4,1,0.449074074,26
435,4,1,0.032407407,27
436,4,1,0.634259259,28
437,4,1,0.032407407,29
438,4,1,0.462037037,30
439,4,1,0.799074074,32
440,4,1,0.449074074,33
441,4,1,0.526851852,34
442,4,2,1.9,1
443,4,2,1.219444444,5
444,4,2,0.991666667,6
445,4,2,0.838888889,7
446,4,2,1.042592593,9
447,4,2,0.939814815,10
448,4,2,1.817592593,13
449,4,2,2.722222222,14
450,4,2,0.986111111,17
451,4,2,1.636111111,18
452,4,2,1.587962963,19
453,4,2,1.02037037,20
454,4,2,0.034259259,22
455,4,2,1.735185185,23
456,4,2,0.980555556,24
457,4,2,1.778703704,25
458,4,2,0.685185185,26
459,4,2,1.313888889,28
460,4,2,0.987962963,30
461,4,2,1.374074074,32
462,4,2,0.87037037,33
463,4,2,0.874074074,34
464,4,3,0.937037037,1
465,4,3,0.682407407,5
466,4,3,0.858333333,6
467,4,3,0.897222222,7
468,4,3,1.062037037,9
469,4,3,0.656481481,10
470,4,3,1.275925926,13
471,4,3,2.343518519,14
472,4,3,0.530555556,17
473,4,3,1.697222222,18
474,4,3,1.312037037,19
475,4,3,0.586111111,20
476,4,3,0.012037037,22
477,4,3,1.617592593,23
478,4,3,0.766666667,24
479,4,3,2.318518519,25
480,4,3,0.567592593,26
481,4,3,1.22962963,28
482,4,3,0.839814815,30
483,4,3,1.562962963,32
484,4,3,0.699074074,33
485,4,3,0.940740741,34
486,5,0,0.917592593,1
487,5,0,0.637962963,5
488,5,0,1.361111111,6
489,5,0,1.180555556,7
490,5,0,0.344444444,8
491,5,0,1.615740741,9
492,5,0,0.993518519,10
493,5,0,0.111111111,11
494,5,0,0.055555556,12
495,5,0,0.809259259,13
496,5,0,0.95462963,14
497,5,0,0.050925926,15
498,5,0,0.475925926,17
499,5,0,1.32037037,18
500,5,0,0.776851852,19
501,5,0,0.348148148,20
502,5,0,0.002777778,22
503,5,0,0.812962963,23
504,5,0,0.605555556,24
505,5,0,0.733333333,25
506,5,0,0.424074074,26
507,5,0,0.597222222,28
508,5,0,0.036111111,29
509,5,0,0.480555556,30
510,5,0,0.767592593,32
511,5,0,0.569444444,33
512,5,0,1.084259259,34
513,5,1,0.573148148,1
514,5,1,0.410185185,5
515,5,1,0.373148148,6
516,5,1,0.44537037,7
517,5,1,0.036111111,8
518,5,1,0.393518519,9
519,5,1,0.37962963,10
520,5,1,0.667592593,13
521,5,1,0.781481481,14
522,5,1,0.338888889,17
523,5,1,0.657407407,18
524,5,1,0.675,19
525,5,1,0.408333333,20
526,5,1,0.000925926,22
527,5,1,0.625,23
528,5,1,0.621296296,24
529,5,1,0.457407407,25
530,5,1,0.326851852,26
531,5,1,0.021296296,27
532,5,1,0.500925926,28
533,5,1,0.036111111,29
534,5,1,0.437037037,30
535,5,1,0.662037037,32
536,5,1,0.375,33
537,5,1,0.501851852,34
538,5,2,1.488888889,1
539,5,2,0.807407407,5
540,5,2,0.719444444,6
541,5,2,0.552777778,7
542,5,2,0.833333333,9
543,5,2,0.655555556,10
544,5,2,1.364814815,13
545,5,2,2.441666667,14
546,5,2,0.762037037,17
547,5,2,1.575,18
548,5,2,1.513888889,19
549,5,2,1.028703704,20
550,5,2,0.026851852,22
551,5,2,1.156481481,23
552,5,2,1.012037037,24
553,5,2,1.263888889,25
554,5,2,0.459259259,26
555,5,2,1.142592593,28
556,5,2,0.860185185,30
557,5,2,1.128703704,32
558,5,2,0.765740741,33
559,5,2,0.825925926,34
560,5,3,0.837037037,1
561,5,3,0.651851852,5
562,5,3,0.813888889,6
563,5,3,0.753703704,7
564,5,3,0.976851852,9
565,5,3,0.598148148,10
566,5,3,1.052777778,13
567,5,3,1.952777778,14
568,5,3,0.517592593,17
569,5,3,1.573148148,18
570,5,3,1.112962963,19
571,5,3,0.530555556,20
572,5,3,0.02962963,22
573,5,3,1.381481481,23
574,5,3,0.92962963,24
575,5,3,1.281481481,25
576,5,3,0.515740741,26
577,5,3,1.094444444,28
578,5,3,0.703703704,30
579,5,3,1.435185185,32
580,5,3,0.734259259,33
581,5,3,0.888888889,34
582,6,0,0.596296296,1
583,6,0,0.562037037,5
584,6,0,1.237962963,6
585,6,0,1.028703704,7
586,6,0,0.181481481,8
587,6,0,1.426851852,9
588,6,0,0.907407407,10
589,6,0,0.098148148,11
590,6,0,0.042592593,12
591,6,0,0.801851852,13
592,6,0,0.883333333,14
593,6,0,0.041666667,15
594,6,0,0.399074074,17
595,6,0,1.407407407,18
596,6,0,0.550925926,19
597,6,0,0.344444444,20
598,6,0,0.000925926,22
599,6,0,0.750925926,23
600,6,0,0.399074074,24
601,6,0,0.642592593,25
602,6,0,0.414814815,26
603,6,0,0.431481481,28
604,6,0,0.019444444,29
605,6,0,0.386111111,30
606,6,0,0.831481481,32
607,6,0,0.477777778,33
608,6,0,0.990740741,34
609,6,1,0.387962963,1
610,6,1,0.287037037,5
611,6,1,0.271296296,6
612,6,1,0.278703704,7
613,6,1,0.033333333,8
614,6,1,0.336111111,9
615,6,1,0.310185185,10
616,6,1,0.510185185,13
617,6,1,0.719444444,14
618,6,1,0.306481481,17
619,6,1,0.57037037,18
620,6,1,0.509259259,19
621,6,1,0.389814815,20
622,6,1,0.541666667,23
623,6,1,0.380555556,24
624,6,1,0.408333333,25
625,6,1,0.276851852,26
626,6,1,0.361111111,28
627,6,1,0.293518519,30
628,6,1,0.613888889,32
629,6,1,0.303703704,33
630,6,1,0.432407407,34
631,6,2,1.355555556,1
632,6,2,0.735185185,5
633,6,2,0.658333333,6
634,6,2,0.617592593,7
635,6,2,0.867592593,9
636,6,2,0.562037037,10
637,6,2,1.073148148,13
638,6,2,2.193518519,14
639,6,2,0.65,17
640,6,2,1.161111111,18
641,6,2,1.073148148,19
642,6,2,0.822222222,20
643,6,2,0.034259259,22
644,6,2,1.147222222,23
645,6,2,0.899074074,24
646,6,2,0.962037037,25
647,6,2,0.431481481,26
648,6,2,0.955555556,28
649,6,2,0.732407407,30
650,6,2,0.967592593,32
651,6,2,0.508333333,33
652,6,2,0.751851852,34
653,6,3,0.781481481,1
654,6,3,0.465740741,5
655,6,3,0.60462963,6
656,6,3,0.65,7
657,6,3,0.84537037,9
658,6,3,0.480555556,10
659,6,3,0.946296296,13
660,6,3,1.608333333,14
661,6,3,0.467592593,17
662,6,3,0.919444444,18
663,6,3,0.652777778,19
664,6,3,0.536111111,20
665,6,3,0.010185185,22
666,6,3,1.164814815,23
667,6,3,0.690740741,24
668,6,3,0.937962963,25
669,6,3,0.451851852,26
670,6,3,0.949074074,28
671,6,3,0.562962963,30
672,6,3,1.062037037,32
673,6,3,0.541666667,33
674,6,3,0.902777778,34
